POSITIBO BERRIAK EUSKADIKO UDALERRIETAN / NUEVOS POSITIVOS EN LOS MUNICIPIOS DE EUSKADI;;;;;
UDALERRIA / MUNICIPIO;2020/05/13;2020/05/14;2020/05/15;2020/05/16;2020/05/17;2020/05/18;2020/05/19;2020/05/20;2020/05/21;2020/05/22;2020/05/23;2020/05/24;2020/05/25;2020/05/26;2020/05/27;2020/05/28;2020/05/29;2020/05/30;2020/05/31;2020/06/01;2020/06/02;2020/06/03;2020/06/04;2020/06/05;2020/06/06;2020/06/07;2020/06/08;2020/06/09;2020/06/10;2020/06/11;2020/06/12;2020/06/13;2020/06/14;2020/06/15;2020/06/16;2020/06/17;2020/06/18;2020/06/19;2020/06/20;2020/06/21;2020/06/22;2020/06/23;2020/06/24;2020/06/25;2020/06/26;2020/06/27;2020/06/28;2020/06/29;2020/06/30;2020/07/01;2020/07/02;2020/07/03;2020/07/04;2020/07/05;2020/07/06;2020/07/07;2020/07/08;2020/07/09;2020/07/10;2020/07/11;2020/07/12;2020/07/13;2020/07/14;2020/07/15;2020/07/16;2020/07/17;2020/07/18;2020/07/19;2020/07/20;2020/07/21;2020/07/22;2020/07/23;2020/07/24;2020/07/25;2020/07/26;2020/07/27;2020/07/28;2020/07/29;2020/07/30;2020/07/31;2020/08/01;2020/08/02;2020/08/03;2020/08/04;2020/08/05;2020/08/06;2020/08/07;2020/08/08;2020/08/09;2020/08/10;2020/08/11;2020/08/12;2020/08/13;2020/08/14;2020/08/15;2020/08/16;2020/08/17;2020/08/18;2020/08/19;2020/08/20;2020/08/21;2020/08/22;2020/08/23;2020/08/24;2020/08/25;2020/08/26;2020/08/27;2020/08/28;2020/08/29;2020/08/30;2020/08/31;2020/09/01;2020/09/02;2020/09/03;2020/09/04;2020/09/05;2020/09/06;2020/09/07;2020/09/08;2020/09/09;2020/09/10;2020/09/11;2020/09/12;2020/09/13;2020/09/14;2020/09/15;2020/09/16;2020/09/17;2020/09/18;2020/09/19;2020/09/20;2020/09/21;2020/09/22;2020/09/23;2020/09/24;2020/09/25;2020/09/26;2020/09/27;2020/09/28;2020/09/29;2020/09/30;2020/10/01;2020/10/02;2020/10/03;2020/10/04;2020/10/05;2020/10/06;2020/10/07;2020/10/08;2020/10/09;2020/10/10;2020/10/11;2020/10/12;2020/10/13;2020/10/14;2020/10/15;2020/10/16;2020/10/17;2020/10/18;2020/10/19;2020/10/20;2020/10/21;2020/10/22;2020/10/23;2020/10/24;2020/10/25;2020/10/26;2020/10/27;2020/10/28;2020/10/29;2020/10/30;2020/10/31;2020/11/01;2020/11/02;2020/11/03;2020/11/04;2020/11/05;2020/11/06;2020/11/07;2020/11/08;2020/11/09;2020/11/10;2020/11/11;2020/11/12;2020/11/13;2020/11/14;2020/11/15;2020/11/16;2020/11/17;2020/11/18;2020/11/19;2020/11/20;2020/11/21;2020/11/22;2020/11/23;2020/11/24;2020/11/25;2020/11/26;2020/11/27;2020/11/28;2020/11/29;2020/11/30;2020/12/01;2020/12/02;2020/12/03;2020/12/04;2020/12/05;2020/12/06;2020/12/07;2020/12/08;2020/12/09;2020/12/10;2020/12/11;2020/12/12;2020/12/13;2020/12/14;2020/12/15;2020/12/16;2020/12/17;2020/12/18;2020/12/19;2020/12/20;2020/12/21;2020/12/22;2020/12/23;2020/12/24;2020/12/25;2020/12/26;2020/12/27;2020/12/28;2020/12/29;2020/12/30;2020/12/31;2021/01/01;2021/01/02;2021/01/03;2021/01/04;2021/01/05;2021/01/06;2021/01/07;2021/01/08;2021/01/09;2021/01/10;2021/01/11;2021/01/12;2021/01/13;2021/01/14;2021/01/15;2021/01/16;2021/01/17;2021/01/18;2021/01/19;2021/01/20;2021/01/21;2021/01/22;2021/01/23;2021/01/24;2021/01/25;2021/01/26;2021/01/27;2021/01/28;2021/01/29;2021/01/30;2021/01/31;2021/02/01;2021/02/02;2021/02/03;2021/02/04;2021/02/05;2021/02/06;2021/02/07;2021/02/08;2021/02/09;2021/02/10;2021/02/11;2021/02/12;2021/02/13;2021/02/14;2021/02/15;2021/02/16;2021/02/17;2021/02/18;2021/02/19;2021/02/20;2021/02/21;2021/02/22;2021/02/23;2021/02/24;2021/02/25;2021/02/26;2021/02/27;2021/02/28;2021/03/01;2021/03/02;2021/03/03;2021/03/04;2021/03/05;2021/03/06;2021/03/07;2021/03/08;2021/03/09;2021/03/10;2021/03/11;2021/03/12;2021/03/13;2021/03/14;2021/03/15;2021/03/16;2021/03/17;2021/03/18;2021/03/19;2021/03/20;2021/03/21;2021/03/22;2021/03/23;2021/03/24;2021/03/25;2021/03/26;2021/03/27;2021/03/28;2021/03/29;2021/03/30;2021/03/31;2021/04/01;2021/04/02;2021/04/03;2021/04/04;2021/04/05;2021/04/06;2021/04/07;2021/04/08;2021/04/09;2021/04/10;2021/04/11;2021/04/12;2021/04/13;2021/04/14;2021/04/15;
Atxondo;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;4;2;2;0;1;0;1;0;0;0;0;0;1;0;1;1;2;1;0;3;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;2;0;1;1;0;0;1;0;1;0;1;3;0;0;1;0;0;1;1;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;2;0;2;0;0;0;0;1;0;1;2;0;1;0;0;3;1;0;0;0;
Aulesti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;2;1;9;2;1;0;2;5;0;2;1;1;4;1;0;1;1;0;1;0;1;0;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Bakio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;1;0;0;0;0;1;0;1;0;6;2;1;0;1;3;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;4;1;0;1;0;3;2;0;1;0;0;0;0;2;0;0;1;0;0;1;1;0;2;0;0;0;1;2;0;1;0;0;0;2;0;1;1;1;0;0;0;0;0;1;0;0;0;2;0;2;0;0;1;0;2;2;1;1;0;2;0;0;0;0;0;0;2;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;1;0;1;2;2;2;0;5;1;3;1;2;2;0;1;3;0;0;0;0;0;0;1;0;1;0;0;3;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;1;0;0;1;0;2;1;3;0;0;1;0;1;3;2;2;0;
Balmaseda;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;3;5;2;0;2;0;1;0;2;0;1;1;0;2;1;1;2;0;1;0;0;0;1;1;0;1;0;2;3;0;1;1;2;0;0;0;2;0;0;0;4;2;1;2;4;2;0;2;5;3;0;2;0;2;0;0;2;1;1;6;0;0;0;0;0;1;0;2;1;1;1;6;1;1;3;3;0;14;1;2;11;2;0;1;8;0;5;5;6;1;3;1;1;0;7;3;2;1;3;0;1;2;0;0;1;3;0;0;1;0;1;1;0;0;4;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;3;4;1;4;11;7;1;3;3;4;2;4;4;5;3;3;0;5;5;1;5;4;6;0;3;6;2;3;4;2;2;1;3;2;2;4;2;3;4;1;0;0;0;0;1;0;0;0;1;4;4;0;0;0;0;2;2;0;1;1;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;1;0;0;0;1;0;1;4;5;2;2;3;0;4;0;1;0;4;0;2;0;0;1;2;
Barakaldo;7;3;2;0;0;1;0;0;1;2;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;1;0;0;0;0;2;0;0;2;1;4;3;3;4;5;11;14;6;10;6;3;12;13;9;4;9;10;10;12;28;38;23;9;17;14;32;47;25;22;37;10;12;24;36;36;19;40;13;11;22;15;55;73;34;18;11;15;32;26;34;33;13;19;23;24;29;28;18;7;6;18;36;16;21;24;12;29;22;13;11;19;56;9;15;25;5;29;22;12;8;14;21;15;14;16;21;9;20;25;27;24;24;24;13;12;15;23;24;46;43;23;45;50;20;37;55;45;36;29;39;62;77;61;53;95;45;72;77;60;59;24;17;27;62;38;43;42;35;21;30;41;38;19;34;15;29;28;36;28;16;25;10;15;14;16;20;31;51;31;20;18;25;28;19;24;12;15;16;22;16;9;11;9;9;10;9;17;15;8;12;12;16;21;20;20;41;23;35;33;27;22;24;30;20;15;30;58;48;55;40;41;24;46;36;49;53;50;25;53;28;38;31;27;34;16;20;37;34;33;43;43;27;31;27;31;31;21;45;14;19;29;29;15;16;14;14;4;16;17;27;18;11;14;2;24;8;23;18;14;16;16;18;14;16;20;5;11;6;10;16;14;28;19;14;8;23;18;25;17;10;10;20;21;21;23;15;33;27;14;17;22;36;22;
Barrika;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;20;0;1;1;2;4;0;7;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;1;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;0;1;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;2;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;
Basauri;1;2;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;3;2;3;2;2;3;1;3;1;0;1;4;2;2;6;5;6;5;5;8;5;12;9;5;4;3;2;7;4;9;8;3;7;9;8;17;5;8;3;5;4;3;13;6;6;5;3;9;3;2;10;5;10;3;9;8;2;7;8;6;6;1;26;13;10;6;5;2;6;5;6;1;3;6;6;9;0;3;7;5;2;1;1;5;3;5;11;7;5;8;5;7;11;5;7;1;3;13;11;2;4;14;10;18;12;21;30;22;18;34;23;30;30;37;29;26;34;37;43;29;24;17;26;13;21;10;10;14;11;10;13;10;8;13;6;5;2;7;5;7;7;8;6;5;8;4;4;8;8;10;1;3;10;9;9;3;4;2;7;5;5;4;6;6;2;6;6;5;10;2;3;2;7;2;4;1;2;5;8;9;10;3;7;8;6;13;20;22;15;21;15;18;12;27;18;17;23;14;26;20;13;28;35;28;16;13;25;11;12;9;15;5;3;8;9;3;7;12;11;5;4;2;2;5;2;5;5;2;3;3;1;0;1;2;3;1;4;1;9;3;7;1;4;3;3;5;4;6;5;2;6;7;8;2;7;6;8;3;4;8;6;4;8;12;12;9;9;11;11;9;5;11;9;9;
Bedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;2;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;4;0;1;0;3;2;1;0;0;0;0;0;2;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;
Berango;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;1;0;2;2;0;4;1;0;1;2;1;1;0;0;0;0;0;0;3;1;1;2;0;2;0;3;4;2;2;2;2;3;2;5;3;1;1;1;1;1;0;1;0;0;2;2;1;4;0;1;1;1;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;3;0;5;3;0;2;1;2;3;1;1;1;2;4;2;1;9;3;2;1;3;5;0;6;1;3;1;1;6;2;1;10;4;6;6;4;1;5;5;3;1;2;2;2;0;2;1;2;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;2;0;0;1;1;0;2;2;0;0;0;3;1;3;4;1;0;0;1;0;2;1;0;1;1;0;1;1;1;0;2;1;2;2;5;3;2;1;3;8;1;6;2;4;3;6;3;9;6;3;3;4;3;5;4;2;1;1;4;0;1;3;2;3;0;0;2;2;2;1;0;1;0;3;0;0;1;0;1;1;0;0;1;2;0;2;0;1;4;4;3;0;2;0;3;0;1;2;0;0;1;2;2;3;1;2;3;2;2;2;4;2;5;
Bermeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;1;1;2;1;0;0;1;0;4;0;0;0;0;1;2;1;1;2;0;1;0;0;0;0;1;0;1;0;0;1;1;6;0;7;6;2;4;1;5;4;0;4;2;1;2;1;1;7;3;2;4;5;3;7;8;2;2;1;2;4;3;2;1;0;2;0;1;5;1;2;2;1;1;2;2;0;1;0;1;3;0;1;3;1;0;0;0;1;0;2;1;0;0;2;2;1;3;2;2;1;1;3;3;1;2;2;4;1;8;8;7;2;4;5;3;7;13;4;6;2;5;2;3;5;5;8;0;1;0;1;5;2;6;0;6;3;1;0;2;1;0;2;2;0;1;2;2;0;0;5;5;3;4;4;3;3;2;1;1;4;4;4;2;1;4;9;4;10;4;8;15;18;11;4;9;7;8;3;6;10;12;12;19;18;9;6;8;12;5;6;7;12;13;10;15;6;12;15;10;12;12;12;9;12;14;14;13;11;19;8;13;13;3;4;3;3;8;5;3;6;7;7;10;11;1;4;6;4;1;1;3;0;1;0;4;3;0;0;0;4;3;0;0;1;1;1;1;0;0;1;0;2;0;0;0;0;0;2;3;0;1;3;3;3;0;0;1;1;3;3;3;8;1;3;3;5;6;2;
Berriatua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;2;0;1;0;1;0;0;0;0;3;1;0;1;0;0;3;1;2;0;3;2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;0;1;0;4;0;5;4;2;0;2;6;0;2;0;0;2;6;5;3;2;2;2;1;0;0;4;1;0;0;0;0;1;1;2;0;0;0;0;0;0;0;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;4;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;
Berriz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;2;0;0;1;1;0;4;1;1;1;0;1;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;1;2;5;0;5;0;0;5;0;19;5;4;3;2;4;3;11;5;5;1;3;3;6;5;3;2;3;1;3;8;8;1;1;5;7;3;6;2;3;0;0;2;0;2;1;1;3;1;2;5;1;1;1;4;0;5;1;1;2;2;0;3;1;1;0;0;1;0;0;2;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;2;2;3;2;1;3;0;1;3;3;1;1;1;4;5;4;4;1;2;1;1;0;1;2;0;0;0;0;0;0;0;1;1;0;1;2;1;0;1;2;0;1;1;0;1;0;2;3;2;3;2;2;0;1;0;1;3;4;1;2;2;0;1;0;1;1;2;0;0;1;1;2;2;6;6;8;0;7;6;4;2;6;4;3;3;1;2;4;5;2;1;0;1;2;1;
Bilbao;11;5;7;2;2;7;9;4;4;3;5;0;2;7;3;4;2;1;0;0;1;0;2;1;3;5;5;9;9;6;4;4;1;2;4;5;6;8;4;0;0;0;0;3;0;1;0;1;1;2;4;4;4;0;2;1;3;5;7;6;11;5;4;3;12;28;17;12;21;14;37;23;25;55;22;36;15;88;88;77;49;48;69;91;126;173;156;163;115;79;103;156;127;181;166;96;81;100;177;194;139;187;96;61;112;165;160;208;104;67;63;88;126;133;119;96;114;84;80;105;127;135;107;51;58;100;68;77;92;93;49;34;46;85;62;56;93;59;31;47;57;50;52;65;20;50;36;77;67;73;76;48;53;34;85;99;97;68;112;61;102;156;180;146;164;165;100;69;145;217;179;149;141;198;219;199;168;193;192;138;174;207;203;234;159;180;120;129;177;183;134;142;101;76;99;94;86;73;103;103;79;62;74;95;68;87;106;68;47;87;76;82;101;77;59;84;79;51;73;109;49;52;66;86;72;106;44;31;54;45;62;78;78;45;51;71;78;103;119;87;110;91;84;118;133;158;139;175;144;112;182;197;219;223;199;204;120;196;202;244;235;210;218;140;186;207;184;145;207;96;134;108;152;154;121;108;87;68;81;110;114;107;91;73;63;75;67;80;78;60;67;40;53;58;60;59;45;55;31;41;60;59;74;77;42;43;74;93;62;109;74;78;71;91;104;111;102;106;60;61;92;108;113;144;77;78;98;72;140;145;93;189;182;100;98;154;163;152;
Busturia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;1;0;1;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;1;0;0;0;0;1;0;0;3;0;0;0;4;0;0;2;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;2;1;0;0;2;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Derio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;4;2;2;6;1;4;4;3;2;0;1;2;1;2;3;3;2;2;5;2;2;0;1;1;2;1;0;2;1;1;0;1;1;1;1;4;3;0;0;3;0;0;0;5;1;0;0;0;0;0;0;1;0;0;2;0;0;0;1;1;1;0;4;0;1;2;2;1;2;0;1;1;0;1;4;8;2;3;3;1;1;0;0;4;1;2;2;0;0;1;7;5;0;4;4;4;2;2;0;0;2;1;1;0;0;0;0;2;0;0;1;2;0;0;0;0;0;1;1;0;3;0;1;1;1;0;0;0;1;2;1;2;0;0;1;0;1;0;0;0;1;1;2;0;0;0;0;2;0;3;2;0;1;1;0;0;0;2;7;4;1;0;2;3;3;3;1;5;2;4;1;6;5;4;6;3;10;3;3;2;1;3;8;5;3;3;6;10;3;4;2;6;4;4;4;1;4;3;3;2;0;4;1;0;5;6;3;2;0;1;1;5;3;3;3;0;0;1;1;0;2;0;5;0;0;0;1;2;1;2;0;0;3;0;3;0;1;0;0;1;2;0;2;1;0;0;1;1;2;2;
Dima;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;3;2;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;1;0;0;6;2;2;0;1;0;0;0;6;5;2;1;5;0;3;4;1;0;0;0;1;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;3;1;1;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1;
Durango;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;1;0;3;2;3;0;3;2;0;3;2;1;1;4;4;1;1;1;7;1;5;1;3;4;7;3;5;2;12;4;3;5;3;10;1;4;8;5;11;14;7;7;8;12;8;7;7;7;6;8;2;15;14;9;4;2;10;7;7;9;4;16;5;5;14;1;15;15;3;6;9;15;10;10;12;12;3;18;4;19;21;22;26;8;9;19;30;46;15;13;11;37;29;20;21;36;17;8;9;15;13;9;8;13;4;9;9;12;12;12;12;7;9;2;2;6;8;3;3;8;2;8;7;2;4;10;14;6;4;10;2;6;0;1;4;1;5;4;1;2;1;2;2;1;2;4;3;0;4;6;2;0;1;0;6;6;3;7;8;5;3;4;10;14;8;4;9;13;15;17;29;20;29;20;32;33;16;26;33;41;18;34;26;34;36;23;16;13;16;13;15;10;15;22;9;5;11;8;13;9;5;3;6;11;7;3;8;7;1;6;11;7;6;4;4;3;2;3;4;1;1;5;5;3;9;4;7;4;7;7;0;1;2;2;3;4;1;2;2;14;3;8;6;6;2;3;3;8;17;5;10;2;11;4;11;9;12;8;10;4;5;5;10;
